Expected Runtime(s),Num Processes,Universe Size,Insert Rate,Remove Rate,Search Rate,Pred Rate,Dynamic Set Type,Average Runtime(s),Start Time Variance(µs),End Time Variance(µs),Total Throughput,Throughput Per Second,Average Throughput,Average Throughput Per Second,Max Proc Throughput,Max Throughput Per Second,Max Exceeds Average by x%,Min Proc Throughput,Min Throughput Per Second,Min Below Average by x%,Total Preds,Average Preds,Min Preds,Max Preds,Total Searches,Average Searches,Min Searches,Max Searches,Total Inserts,Total Successful Inserts,Average Inserts,Average Successful Inserts,Min Inserts,Max Inserts,Min Successful Inserts,Max Successful Inserts,Total Removes,Total Successful Removes,Average Removes,Average Successful Removes,Min Removes,Max Removes,Min Successful Removes,Max Successful Removes
5,8,1048576,4,4,1,1,Jeremy's Trie,5.000036,2,67,13909950,2781970,1738743.8,347746.25,1746050,349207.49,0.4202028,1732550,346507.51,0.35621983,1390397,173799.62,172913,174602,1391647,173955.88,172893,175672,5568157,2782532,696019.62,347816.5,692822,699723,346066,349364,5559749,2782421,694968.62,347802.62,692059,697591,346191,349587
5,8,1048576,4,4,1,1,Jeremy's Trie,5.00005,2,69,13717100,2743392.6,1714637.5,342924.07,1720150,344026.56,0.32149653,1708400,341676.58,0.36377952,1374000,171750,170645,172846,1371294,171411.75,170180,172403,5486474,2741913,685809.25,342739.12,683298,688007,341772,343984,5485332,2742137,685666.5,342767.12,683174,688860,341183,344868
5,8,1048576,4,4,1,1,Jeremy's Trie,5.000104,1,56,13902650,2780472.2,1737831.2,347559.02,1742350,348462.75,0.26002237,1729600,345912.81,0.47365071,1391724,173965.5,172783,174404,1389295,173661.88,172672,174333,5561791,2779904,695223.88,347488,690807,698159,344707,348849,5559840,2781038,694980,347629.75,692157,697366,345665,349398
5,8,1048576,4,4,1,1,Jeremy's Trie,5.000037,1,68,13872600,2774499.5,1734075,346812.43,1747950,349587.41,0.8001384,1723400,344677.45,0.61560198,1387611,173451.38,172516,174370,1388897,173612.12,172176,175254,5545176,2772664,693147,346583,687944,698860,344822,348553,5550916,2772709,693864.5,346588.62,689679,699466,344635,350081
5,8,1048576,4,4,1,1,Jeremy's Trie,5.000046,2,70,13900150,2780004.4,1737518.8,347500.55,1751950,350386.78,0.83056658,1728850,345766.82,0.49891548,1390352,173794,172803,175020,1390155,173769.38,172678,175102,5561164,2779915,695145.5,347489.38,690655,700978,345395,350194,5558479,2780356,694809.88,347544.5,690058,700850,345346,350030
5,16,1048576,4,4,1,1,Jeremy's Trie,5.000098,2,119,13764450,2752836,860278.12,172052.25,867350,173466.6,0.8220452,850950,170186.66,1.084315,1375248,85953,85127,86828,1375677,85979.812,85066,87022,5507508,2752646,344219.25,172040.38,340011,346606,169641,173392,5506017,2752946,344126.06,172059.12,340527,347450,170514,173711
5,16,1048576,4,4,1,1,Jeremy's Trie,5.000132,2,150,13734850,2746897.5,858428.12,171681.09,864800,172955.43,0.74227239,851200,170235.51,0.84201866,1372822,85801.375,84979,86697,1373073,85817.062,85263,86781,5494931,2746596,343433.19,171662.25,340239,345763,169771,173142,5494024,2747303,343376.5,171706.44,340706,345721,170509,172824
5,16,1048576,4,4,1,1,Jeremy's Trie,5.000096,2,169,13766300,2753207.1,860393.75,172075.45,865550,173106.68,0.59928957,854400,170876.72,0.69662872,1377202,86075.125,85285,86953,1376396,86024.75,85355,86783,5509143,2753252,344321.44,172078.25,342260,346445,170867,173398,5503559,2752794,343972.44,172049.62,340815,346381,170332,173452
5,16,1048576,4,4,1,1,Jeremy's Trie,5.00011,2,163,13808500,2761639.2,863031.25,172602.45,870350,174066.17,0.84802839,856950,171386.23,0.70463845,1380379,86273.688,85594,87019,1379745,86234.062,85311,87218,5524390,2762131,345274.38,172633.19,342497,348271,171327,174201,5523986,2763146,345249.12,172696.62,342983,347882,171176,174261
5,16,1048576,4,4,1,1,Jeremy's Trie,5.000092,2,147,13767600,2753469.3,860475,172091.83,865100,173016.82,0.53749383,856400,171276.85,0.47357564,1375986,85999.125,85482,86777,1377342,86083.875,85697,86689,5505506,2754193,344094.12,172137.06,342216,346021,171157,173240,5508766,2754052,344297.88,172128.25,342447,345951,170951,173073
5,32,1048576,4,4,1,1,Jeremy's Trie,5.00017,2,282,14043400,2808584.5,438856.25,87768.266,442750,88546.989,0.88724953,434950,86987.042,0.89009784,1403381,43855.656,43209,44547,1403553,43861.031,43352,44529,5616965,2808729,175530.16,87772.781,173949,177569,86897,88415,5619501,2808882,175609.41,87777.562,174252,176977,87022,88398
